model,state,observations,dwell_time,estimates,TRUE,mean,median,sd,bias_mean,bias_mean_pp,bias_median,bias_median_pp,coverage_pp
medhmm,4,200,99.5,emiss_mu_bar_4,98,98,98,0.9,0,0,0,0,100
medhmm,4,200,99.5,emiss_mu_bar2_1,98,98,98,0.9,0,0,0,0,100
medhmm,4,200,99.5,emiss_mu_bar2_2,60,60,60,0.9,0,0,0,0,100
medhmm,4,200,99.5,emiss_mu_bar2_3,30,30,30,0.7,0,0,0,0,100
medhmm,4,200,99.5,emiss_mu_bar2_4,10,10,10,0.6,0,0.2,0,0.1,96
medhmm,4,200,99.5,emiss_var_bar_1,20,25.7,25.5,1.8,5.7,28.4,5.5,27.5,0
medhmm,4,200,99.5,emiss_var_bar_2,60,70.2,69.8,4,10.2,17,9.8,16.3,2.4
medhmm,4,200,99.5,emiss_var_bar_3,120,134.7,133.8,6.9,14.7,12.2,13.8,11.5,12.8
medhmm,4,200,99.5,emiss_var_bar_4,150,164.5,163.7,7.5,14.5,9.7,13.7,9.1,24.8
medhmm,4,200,99.5,emiss_var_bar2_1,187.5,204,203.1,8.8,16.5,8.8,15.6,8.3,35.2
medhmm,4,200,99.5,emiss_var_bar2_2,150,165.7,164.8,7.9,15.7,10.5,14.8,9.9,24
medhmm,4,200,99.5,emiss_var_bar2_3,75,86.5,86,4.6,11.5,15.3,10.9,14.6,4
medhmm,4,200,99.5,emiss_var_bar2_4,25,31.4,31.2,2.1,6.4,25.8,6.2,24.9,0
medhmm,4,200,99.5,emiss_varmu_bar_1,9,12.2,11.9,2.8,3.2,35.6,2.9,31.9,86.4
medhmm,4,200,99.5,emiss_varmu_bar_2,9,18.3,17.5,5.4,9.3,103.7,8.5,94.4,11.2
medhmm,4,200,99.5,emiss_varmu_bar_3,9,25,23.5,8.4,16,177.5,14.5,160.7,0
medhmm,4,200,99.5,emiss_varmu_bar_4,9,25.8,24.5,8.1,16.8,186.6,15.5,172.4,0
medhmm,4,200,99.5,emiss_varmu_bar2_1,9,28.4,27.1,8.8,19.4,216,18.1,201.1,0
medhmm,4,200,99.5,emiss_varmu_bar2_2,9,27,25.5,8.8,18,199.7,16.5,183,0
medhmm,4,200,99.5,emiss_varmu_bar2_3,9,19.9,19,5.9,10.9,121,10,110.8,2.4
medhmm,4,200,99.5,emiss_varmu_bar2_4,9,13.1,12.7,3,4.1,45.4,3.7,41.3,75.2
medhmm,4,200,99.5,dwell_mu_bar_1,4.6,4.4,4.4,0.1,-0.2,4.4,-0.2,4.2,40.8
medhmm,4,200,99.5,dwell_mu_bar_2,4.6,4.4,4.4,0.2,-0.2,5.1,-0.2,4.5,44
medhmm,4,200,99.5,dwell_mu_bar_3,4.6,4.4,4.4,0.2,-0.2,4.8,-0.2,4.2,48
medhmm,4,200,99.5,dwell_mu_bar_4,4.6,4.4,4.4,0.1,-0.2,3.8,-0.2,3.7,49.6
medhmm,4,200,99.5,dwell_var_bar_1,0.1,0.2,0.1,0.3,0.1,189.6,0,58.5,99.2
medhmm,4,200,99.5,dwell_var_bar_2,0.1,0.3,0.1,0.6,0.3,468.4,0.1,122.9,99.2
medhmm,4,200,99.5,dwell_var_bar_3,0.1,0.3,0.1,0.6,0.3,466.2,0,67.2,100
medhmm,4,200,99.5,dwell_var_bar_4,0.1,0.1,0.1,0.3,0.1,156.8,0,39.4,98.4
medhmm,4,200,99.5,dwell_varmu_bar_1,0.2,0.1,0.1,0.1,-0.1,37.8,-0.1,45.7,87.2
medhmm,4,200,99.5,dwell_varmu_bar_2,0.2,0.1,0.1,0.1,-0.1,30.1,-0.1,45.3,89.6
medhmm,4,200,99.5,dwell_varmu_bar_3,0.2,0.1,0.1,0.1,-0.1,28,-0.1,41.5,88.8
medhmm,4,200,99.5,dwell_varmu_bar_4,0.2,0.1,0.1,0.1,-0.1,38.2,-0.1,44.6,87.2
medhmm,4,200,99.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,gamma_prob_bar_S1toS2,0.3,0.4,0.4,0.1,0,9.6,0,8.5,89.6
medhmm,4,200,99.5,gamma_prob_bar_S1toS3,0.3,0.3,0.3,0.1,0,2,0,3.5,99.2
medhmm,4,200,99.5,gamma_prob_bar_S1toS4,0.3,0.3,0.3,0.1,0,7.6,0,9.3,96.8
medhmm,4,200,99.5,gamma_prob_bar_S2toS1,0.3,0.4,0.4,0.1,0,10.2,0,8.5,92
medhmm,4,200,99.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,gamma_prob_bar_S2toS3,0.3,0.3,0.3,0.1,0,1.4,0,2.9,97.6
medhmm,4,200,99.5,gamma_prob_bar_S2toS4,0.3,0.3,0.3,0.1,0,8.8,0,10.3,92
medhmm,4,200,99.5,gamma_prob_bar_S3toS1,0.3,0.3,0.3,0.1,0,2.4,0,1.5,97.6
medhmm,4,200,99.5,gamma_prob_bar_S3toS2,0.3,0.3,0.3,0.1,0,3.1,0,5.1,94.4
medhmm,4,200,99.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,gamma_prob_bar_S3toS4,0.3,0.3,0.3,0.1,0,0.7,0,0.8,94.4
medhmm,4,200,99.5,gamma_prob_bar_S4toS1,0.3,0.3,0.3,0.1,0,2,0,3.2,93.6
medhmm,4,200,99.5,gamma_prob_bar_S4toS2,0.3,0.3,0.3,0.1,0,0.4,0,1.3,96
medhmm,4,200,99.5,gamma_prob_bar_S4toS3,0.3,0.3,0.3,0.1,0,1.6,0,0.3,95.2
medhmm,4,200,99.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,gamma_V_int_S1toS3_with_int_S1toS3,0.2,2.1,1.5,1.9,1.9,1141.9,1.3,773.9,0
medhmm,4,200,99.5,gamma_V_int_S1toS4_with_int_S1toS4,0.2,2.2,1.5,1.9,2,1173.5,1.4,793.5,0
medhmm,4,200,99.5,gamma_V_int_S2toS3_with_int_S2toS3,0.2,1.9,1.4,1.6,1.7,1022.5,1.2,716.2,0
medhmm,4,200,99.5,gamma_V_int_S2toS4_with_int_S2toS4,0.2,1.9,1.4,1.6,1.7,1013.7,1.2,701.4,0
medhmm,4,200,99.5,gamma_V_int_S3toS2_with_int_S3toS2,0.2,2,1.4,1.7,1.8,1048.6,1.2,713.3,0
medhmm,4,200,99.5,gamma_V_int_S3toS4_with_int_S3toS4,0.2,2,1.4,1.7,1.8,1051.7,1.2,720,0
medhmm,4,200,99.5,gamma_V_int_S4toS2_with_int_S4toS2,0.2,2,1.4,1.7,1.8,1068.6,1.2,726.7,0
medhmm,4,200,99.5,gamma_V_int_S4toS3_with_int_S4toS3,0.2,2,1.4,1.7,1.9,1087.4,1.3,747.9,0
medhmm,4,500,1.4,emiss_mu_bar_1,10,21.2,21.2,1.4,11.2,112.5,11.2,112.2,0
medhmm,4,500,1.4,emiss_mu_bar_2,30,49.1,49.1,2.5,19.1,63.6,19.1,63.6,0
medhmm,4,500,1.4,emiss_mu_bar_3,60,49.7,49.6,2.5,-10.3,17.2,-10.3,17.2,0
medhmm,4,500,1.4,emiss_mu_bar_4,98,77.7,77.8,2.2,-20.3,20.7,-20.2,20.6,0
medhmm,4,500,1.4,emiss_mu_bar2_1,98,78,78,2.3,-20,20.4,-20,20.4,0
medhmm,4,500,1.4,emiss_mu_bar2_2,60,49.7,49.7,2.5,-10.3,17.2,-10.3,17.2,0
medhmm,4,500,1.4,emiss_mu_bar2_3,30,49.1,49.1,2.5,19.1,63.7,19.1,63.6,0
medhmm,4,500,1.4,emiss_mu_bar2_4,10,21.2,21.2,1.4,11.2,111.8,11.2,111.6,0
medhmm,4,500,1.4,emiss_var_bar_1,20,198.6,197.8,15.6,178.6,893.2,177.8,888.8,0
medhmm,4,500,1.4,emiss_var_bar_2,60,1174.8,1175,38.5,1114.8,1857.9,1115,1858.4,0
medhmm,4,500,1.4,emiss_var_bar_3,120,1174,1174.1,38.1,1054,878.4,1054.1,878.4,0
medhmm,4,500,1.4,emiss_var_bar_4,150,594.7,593.5,26.5,444.7,296.5,443.5,295.7,0
medhmm,4,500,1.4,emiss_var_bar2_1,187.5,618.7,617.6,27.7,431.2,230,430.1,229.4,0
medhmm,4,500,1.4,emiss_var_bar2_2,150,1196,1195.9,38.4,1046,697.3,1045.9,697.3,0
medhmm,4,500,1.4,emiss_var_bar2_3,75,1195.8,1195.9,38.8,1120.8,1494.4,1120.9,1494.6,0
medhmm,4,500,1.4,emiss_var_bar2_4,25,204.8,203.9,15.1,179.8,719.3,178.9,715.6,0
medhmm,4,500,1.4,emiss_varmu_bar_1,9,87.8,84.9,22.8,78.8,875.8,75.9,842.9,0
medhmm,4,500,1.4,emiss_varmu_bar_2,9,231.1,222.2,68.2,222.1,2467.8,213.2,2369.1,0
medhmm,4,500,1.4,emiss_varmu_bar_3,9,222.1,213.3,67,213.1,2368.1,204.3,2269.8,0
medhmm,4,500,1.4,emiss_varmu_bar_4,9,233.2,226.4,57.5,224.2,2491.3,217.4,2415.5,0
medhmm,4,500,1.4,emiss_varmu_bar2_1,9,236.9,229.8,58.8,227.9,2532.2,220.8,2453.3,0
medhmm,4,500,1.4,emiss_varmu_bar2_2,9,225.6,216.6,68.2,216.6,2406.7,207.6,2306.8,0
medhmm,4,500,1.4,emiss_varmu_bar2_3,9,233,223.9,69,224,2488.7,214.9,2388.3,0
medhmm,4,500,1.4,emiss_varmu_bar2_4,9,88.7,85.8,23,79.7,885.8,76.8,853.1,0
medhmm,4,500,1.4,dwell_mu_bar_1,0.4,1.6,1.6,0,1.2,324,1.2,323.8,0
medhmm,4,500,1.4,dwell_mu_bar_2,0.4,2.3,2.3,0.1,2,532.6,1.9,530.5,0
medhmm,4,500,1.4,dwell_mu_bar_3,0.4,2.3,2.3,0.1,2,533.5,2,531.7,0
medhmm,4,500,1.4,dwell_mu_bar_4,0.4,1.6,1.6,0,1.2,324.8,1.2,324.6,0
medhmm,4,500,1.4,dwell_var_bar_1,0.1,0.1,0.1,0,0,18.9,0,18.5,61.7
medhmm,4,500,1.4,dwell_var_bar_2,0.1,0.2,0.2,0,0.1,88.8,0.1,87.2,30.5
medhmm,4,500,1.4,dwell_var_bar_3,0.1,0.2,0.2,0,0.1,88.7,0.1,87.2,29.7
medhmm,4,500,1.4,dwell_var_bar_4,0.1,0.1,0.1,0,0,24.8,0,24.4,49.2
medhmm,4,500,1.4,dwell_varmu_bar_1,0.2,0,0,0,-0.1,76.2,-0.1,76.8,0
medhmm,4,500,1.4,dwell_varmu_bar_2,0.2,0.2,0.2,0.1,0,5.1,0,8.8,88.3
medhmm,4,500,1.4,dwell_varmu_bar_3,0.2,0.2,0.2,0.1,0,4.8,0,8.4,88.3
medhmm,4,500,1.4,dwell_varmu_bar_4,0.2,0,0,0,-0.1,76.5,-0.1,77.1,0
medhmm,4,500,1.4,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,gamma_prob_bar_S1toS2,0.3,0.2,0.2,0.1,-0.1,31.5,-0.1,33.1,71.9
medhmm,4,500,1.4,gamma_prob_bar_S1toS3,0.3,0.2,0.2,0.1,-0.1,32.9,-0.1,34.6,74.2
medhmm,4,500,1.4,gamma_prob_bar_S1toS4,0.3,0.6,0.6,0.1,0.2,64.4,0.2,64.4,14.8
medhmm,4,500,1.4,gamma_prob_bar_S2toS1,0.3,0.5,0.5,0.1,0.1,43,0.1,42.9,56.2
medhmm,4,500,1.4,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,gamma_prob_bar_S2toS3,0.3,0,0,0,-0.3,99.1,-0.3,99.6,0
medhmm,4,500,1.4,gamma_prob_bar_S2toS4,0.3,0.5,0.5,0.1,0.2,56,0.2,56.1,28.9
medhmm,4,500,1.4,gamma_prob_bar_S3toS1,0.3,0.5,0.5,0.1,0.1,44.8,0.1,44.6,53.1
medhmm,4,500,1.4,gamma_prob_bar_S3toS2,0.3,0,0,0,-0.3,99.2,-0.3,99.5,0
medhmm,4,500,1.4,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,gamma_prob_bar_S3toS4,0.3,0.5,0.5,0.1,0.2,54.4,0.2,54.5,32
medhmm,4,500,1.4,gamma_prob_bar_S4toS1,0.3,0.5,0.5,0,0.2,60.2,0.2,60.2,17.2
medhmm,4,500,1.4,gamma_prob_bar_S4toS2,0.3,0.2,0.2,0.1,-0.1,29.5,-0.1,31.2,71.9
medhmm,4,500,1.4,gamma_prob_bar_S4toS3,0.3,0.2,0.2,0.1,-0.1,30.7,-0.1,32.6,75.8
medhmm,4,500,1.4,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,gamma_V_int_S1toS3_with_int_S1toS3,0.2,3.3,3.1,1.2,3.1,1833.5,2.9,1723.8,0
medhmm,4,500,1.4,gamma_V_int_S1toS4_with_int_S1toS4,0.2,2.2,2,0.8,2,1179,1.9,1093.2,0
medhmm,4,500,1.4,gamma_V_int_S2toS3_with_int_S2toS3,0.2,20.4,18.4,10.6,20.2,11874.6,18.2,10713.7,0
medhmm,4,500,1.4,gamma_V_int_S2toS4_with_int_S2toS4,0.2,2.8,2.6,1.2,2.6,1540.1,2.4,1424,0
medhmm,4,500,1.4,gamma_V_int_S3toS2_with_int_S3toS2,0.2,21.9,19.6,10.8,21.7,12753.1,19.5,11448,0
medhmm,4,500,1.4,gamma_V_int_S3toS4_with_int_S3toS4,0.2,2.8,2.6,1.2,2.7,1563,2.5,1448.8,0
medhmm,4,500,1.4,gamma_V_int_S4toS2_with_int_S4toS2,0.2,2.1,2,0.8,2,1164.6,1.8,1077,0
medhmm,4,500,1.4,gamma_V_int_S4toS3_with_int_S4toS3,0.2,2.2,2,0.8,2,1169.2,1.8,1082.4,0
medhmm,4,500,3.5,emiss_mu_bar_1,10,10.6,10.6,0.7,0.6,6.3,0.6,6.1,90.6
medhmm,4,500,3.5,emiss_mu_bar_2,30,31.7,31.6,1.8,1.7,5.7,1.6,5.5,75.8
medhmm,4,500,3.5,emiss_mu_bar_3,60,58,58,2.3,-2,3.4,-2,3.4,82
medhmm,4,500,3.5,emiss_mu_bar_4,98,95.5,95.5,1.5,-2.5,2.6,-2.5,2.5,78.1
medhmm,4,500,3.5,emiss_mu_bar2_1,98,96.7,96.8,1.3,-1.3,1.3,-1.2,1.3,91.4
medhmm,4,500,3.5,emiss_mu_bar2_2,60,60.2,60.2,2.2,0.2,0.3,0.2,0.4,68.8
medhmm,4,500,3.5,emiss_mu_bar2_3,30,34.1,34,2,4.1,13.6,4,13.4,60.2
medhmm,4,500,3.5,emiss_mu_bar2_4,10,11.2,11.2,0.8,1.2,12.2,1.2,12,77.3
medhmm,4,500,3.5,emiss_var_bar_1,20,33.1,32.9,2.8,13.1,65.4,12.9,64.3,0
medhmm,4,500,3.5,emiss_var_bar_2,60,167.8,167.2,15.6,107.8,179.8,107.2,178.7,0
medhmm,4,500,3.5,emiss_var_bar_3,120,394.9,393.4,24.9,274.9,229.1,273.4,227.8,0
medhmm,4,500,3.5,emiss_var_bar_4,150,221.7,220.4,15.2,71.7,47.8,70.4,46.9,0
medhmm,4,500,3.5,emiss_var_bar2_1,187.5,245.9,244.8,14,58.4,31.1,57.3,30.6,0
medhmm,4,500,3.5,emiss_var_bar2_2,150,325.3,324.4,20.8,175.3,116.9,174.4,116.2,0
medhmm,4,500,3.5,emiss_var_bar2_3,75,291.9,290.4,25.3,216.8,289.1,215.4,287.2,0
medhmm,4,500,3.5,emiss_var_bar2_4,25,44.2,43.9,4,19.2,76.9,18.9,75.6,0
medhmm,4,500,3.5,emiss_varmu_bar_1,9,25.9,25.1,6.5,16.9,188.1,16.1,179.3,0.8
medhmm,4,500,3.5,emiss_varmu_bar_2,9,120.1,115.2,35.9,111.1,1234.3,106.2,1180,0
medhmm,4,500,3.5,emiss_varmu_bar_3,9,196.6,190,53.1,187.6,2084.9,181,2010.9,0
medhmm,4,500,3.5,emiss_varmu_bar_4,9,101.8,97.5,30.6,92.8,1030.9,88.5,982.9,0
medhmm,4,500,3.5,emiss_varmu_bar2_1,9,78.8,75.3,25,69.8,775.3,66.3,736.7,0
medhmm,4,500,3.5,emiss_varmu_bar2_2,9,185.9,179.7,50.5,176.9,1965.1,170.7,1896.6,0
medhmm,4,500,3.5,emiss_varmu_bar2_3,9,153.2,147.8,43.8,144.2,1602.1,138.8,1541.7,0
medhmm,4,500,3.5,emiss_varmu_bar2_4,9,34.2,33.1,8.9,25.2,280.5,24.1,267.4,0
medhmm,4,500,3.5,dwell_mu_bar_1,1.2,1.4,1.4,0,0.1,10.4,0.1,10.4,16.4
medhmm,4,500,3.5,dwell_mu_bar_2,1.2,1.6,1.6,0,0.3,25.5,0.3,25.4,0
medhmm,4,500,3.5,dwell_mu_bar_3,1.2,1.5,1.5,0,0.3,20.9,0.3,20.9,0
medhmm,4,500,3.5,dwell_mu_bar_4,1.2,1.4,1.4,0,0.2,13.2,0.2,13.2,6.2
medhmm,4,500,3.5,dwell_var_bar_1,0.1,0.1,0.1,0,0,12.9,0,13.1,10.9
medhmm,4,500,3.5,dwell_var_bar_2,0.1,0.1,0.1,0,0,7.3,0,7,53.9
medhmm,4,500,3.5,dwell_var_bar_3,0.1,0.1,0.1,0,0,54.3,0,54.1,18.8
medhmm,4,500,3.5,dwell_var_bar_4,0.1,0.1,0.1,0,0,11.5,0,11.8,22.7
medhmm,4,500,3.5,dwell_varmu_bar_1,0.2,0.1,0.1,0,-0.1,36.2,-0.1,37.4,25
medhmm,4,500,3.5,dwell_varmu_bar_2,0.2,0.1,0.1,0,-0.1,59.6,-0.1,60.5,0.8
medhmm,4,500,3.5,dwell_varmu_bar_3,0.2,0.1,0.1,0,-0.1,56.7,-0.1,57.6,1.6
medhmm,4,500,3.5,dwell_varmu_bar_4,0.2,0.1,0.1,0,-0.1,39.5,-0.1,40.6,13.3
medhmm,4,500,3.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,gamma_prob_bar_S1toS2,0.3,0.3,0.3,0,-0.1,21.8,-0.1,21.9,21.1
medhmm,4,500,3.5,gamma_prob_bar_S1toS3,0.3,0.4,0.4,0,0.1,22.1,0.1,22.1,25.8
medhmm,4,500,3.5,gamma_prob_bar_S1toS4,0.3,0.3,0.3,0,0,0.3,0,0.4,87.5
medhmm,4,500,3.5,gamma_prob_bar_S2toS1,0.3,0.3,0.3,0,0,8.8,0,8.9,57
medhmm,4,500,3.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,gamma_prob_bar_S2toS3,0.3,0.3,0.3,0,0,3.9,0,3.9,74.2
medhmm,4,500,3.5,gamma_prob_bar_S2toS4,0.3,0.4,0.4,0,0,12.8,0,12.6,64.1
medhmm,4,500,3.5,gamma_prob_bar_S3toS1,0.3,0.4,0.4,0,0.1,22.1,0.1,22.1,21.1
medhmm,4,500,3.5,gamma_prob_bar_S3toS2,0.3,0.3,0.3,0,-0.1,19.9,-0.1,20,33.6
medhmm,4,500,3.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,gamma_prob_bar_S3toS4,0.3,0.3,0.3,0,0,2.2,0,2.3,83.6
medhmm,4,500,3.5,gamma_prob_bar_S4toS1,0.3,0.3,0.3,0,0,1.3,0,1.2,87.5
medhmm,4,500,3.5,gamma_prob_bar_S4toS2,0.3,0.3,0.3,0,0,2.7,0,2.8,57.8
medhmm,4,500,3.5,gamma_prob_bar_S4toS3,0.3,0.3,0.3,0,0,1.4,0,1.4,59.4
medhmm,4,500,3.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,gamma_V_int_S1toS3_with_int_S1toS3,0.2,0.7,0.7,0.2,0.5,318.4,0.5,303,0
medhmm,4,500,3.5,gamma_V_int_S1toS4_with_int_S1toS4,0.2,0.7,0.6,0.2,0.5,289.8,0.5,276.2,0
medhmm,4,500,3.5,gamma_V_int_S2toS3_with_int_S2toS3,0.2,0.7,0.7,0.2,0.5,316.9,0.5,300.4,0
medhmm,4,500,3.5,gamma_V_int_S2toS4_with_int_S2toS4,0.2,0.6,0.6,0.2,0.4,262.5,0.4,250,0
medhmm,4,500,3.5,gamma_V_int_S3toS2_with_int_S3toS2,0.2,0.8,0.8,0.2,0.7,383.3,0.6,364.1,0
medhmm,4,500,3.5,gamma_V_int_S3toS4_with_int_S3toS4,0.2,0.7,0.7,0.2,0.5,317.6,0.5,304.2,0
medhmm,4,500,3.5,gamma_V_int_S4toS2_with_int_S4toS2,0.2,0.5,0.5,0.1,0.4,218.7,0.3,207.4,0.8
medhmm,4,500,3.5,gamma_V_int_S4toS3_with_int_S4toS3,0.2,0.6,0.5,0.1,0.4,221.3,0.4,210.3,0
medhmm,4,500,19.5,emiss_mu_bar_1,10,10,10,0.6,0,0,0,0,99.2
medhmm,4,500,19.5,emiss_mu_bar_2,30,30,30,0.7,0,0,0,0,100
medhmm,4,500,19.5,emiss_mu_bar_3,60,60,60,0.8,0,0,0,0,100
medhmm,4,500,19.5,emiss_mu_bar_4,98,97.9,97.9,0.9,-0.1,0.1,-0.1,0.1,100
medhmm,4,500,19.5,emiss_mu_bar2_1,98,98.1,98.1,0.9,0.1,0.1,0.1,0.1,100
medhmm,4,500,19.5,emiss_mu_bar2_2,60,60,60,0.9,0,0,0,0,100
medhmm,4,500,19.5,emiss_mu_bar2_3,30,30,30,0.7,0,0,0,0,100
medhmm,4,500,19.5,emiss_mu_bar2_4,10,10,10,0.6,0,0.1,0,0.1,100
medhmm,4,500,19.5,emiss_var_bar_1,20,27.4,27.3,1.6,7.4,37,7.3,36.3,0
medhmm,4,500,19.5,emiss_var_bar_2,60,74.1,73.8,3.5,14.1,23.5,13.8,22.9,0
medhmm,4,500,19.5,emiss_var_bar_3,120,140.2,139.6,5.8,20.2,16.8,19.6,16.3,0
medhmm,4,500,19.5,emiss_var_bar_4,150,172.6,172,6.9,22.6,15.1,22,14.6,0
medhmm,4,500,19.5,emiss_var_bar2_1,187.5,213,212.2,8.1,25.5,13.6,24.7,13.2,0
medhmm,4,500,19.5,emiss_var_bar2_2,150,172.7,172,6.9,22.7,15.1,22,14.7,0
medhmm,4,500,19.5,emiss_var_bar2_3,75,90.6,90.3,4.1,15.6,20.8,15.3,20.3,0
medhmm,4,500,19.5,emiss_var_bar2_4,25,33.5,33.4,1.9,8.5,34,8.3,33.4,0
medhmm,4,500,19.5,emiss_varmu_bar_1,9,17.8,17.4,3.8,8.8,97.6,8.4,93,0.8
medhmm,4,500,19.5,emiss_varmu_bar_2,9,24.8,24.1,5.8,15.8,176,15.2,168.4,0
medhmm,4,500,19.5,emiss_varmu_bar_3,9,32.2,31.2,8.2,23.2,258.1,22.2,246.9,0
medhmm,4,500,19.5,emiss_varmu_bar_4,9,35.7,34.5,9.3,26.7,296.4,25.5,283.3,0
medhmm,4,500,19.5,emiss_varmu_bar2_1,9,38.7,37.3,10.5,29.7,329.6,28.3,314.6,0
medhmm,4,500,19.5,emiss_varmu_bar2_2,9,35.5,34.3,9.3,26.5,294.1,25.3,280.8,0
medhmm,4,500,19.5,emiss_varmu_bar2_3,9,26.7,25.9,6.4,17.7,196.5,16.9,187.8,0
medhmm,4,500,19.5,emiss_varmu_bar2_4,9,19,18.5,4.1,10,110.7,9.5,105.7,0
medhmm,4,500,19.5,dwell_mu_bar_1,3,3,3,0,0,0.1,0,0.1,96.9
medhmm,4,500,19.5,dwell_mu_bar_2,3,3,3,0,0,0.1,0,0.1,96.9
medhmm,4,500,19.5,dwell_mu_bar_3,3,3,3,0,0,0.2,0,0.2,96.1
medhmm,4,500,19.5,dwell_mu_bar_4,3,3,3,0,0,0.1,0,0.1,91.4
medhmm,4,500,19.5,dwell_var_bar_1,0.1,0.1,0.1,0,0,0.6,0,0.3,94.5
medhmm,4,500,19.5,dwell_var_bar_2,0.1,0.1,0.1,0,0,0.4,0,0.8,96.1
medhmm,4,500,19.5,dwell_var_bar_3,0.1,0.1,0.1,0,0,1.5,0,1.1,93.8
medhmm,4,500,19.5,dwell_var_bar_4,0.1,0.1,0.1,0,0,0.4,0,0.1,94.5
medhmm,4,500,19.5,dwell_varmu_bar_1,0.2,0.2,0.2,0,0,1.3,0,0.7,94.5
medhmm,4,500,19.5,dwell_varmu_bar_2,0.2,0.2,0.2,0,0,2.6,0,0.7,94.5
medhmm,4,500,19.5,dwell_varmu_bar_3,0.2,0.2,0.2,0,0,2.7,0,0.7,96.1
medhmm,4,500,19.5,dwell_varmu_bar_4,0.2,0.2,0.2,0,0,0.7,0,1.2,96.9
medhmm,4,500,19.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,gamma_prob_bar_S1toS2,0.3,0.3,0.3,0,0,0.4,0,0.5,99.2
medhmm,4,500,19.5,gamma_prob_bar_S1toS3,0.3,0.3,0.3,0,0,0.3,0,0.2,96.9
medhmm,4,500,19.5,gamma_prob_bar_S1toS4,0.3,0.3,0.3,0,0,0.1,0,0,97.7
medhmm,4,500,19.5,gamma_prob_bar_S2toS1,0.3,0.3,0.3,0,0,0.4,0,0.4,96.9
medhmm,4,500,19.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,gamma_prob_bar_S2toS3,0.3,0.3,0.3,0,0,0.1,0,0.1,96.9
medhmm,4,500,19.5,gamma_prob_bar_S2toS4,0.3,0.3,0.3,0,0,0.5,0,0.6,96.9
medhmm,4,500,19.5,gamma_prob_bar_S3toS1,0.3,0.3,0.3,0,0,1.6,0,1.6,98.4
medhmm,4,500,19.5,gamma_prob_bar_S3toS2,0.3,0.3,0.3,0,0,0.2,0,0.1,98.4
medhmm,4,500,19.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,gamma_prob_bar_S3toS4,0.3,0.3,0.3,0,0,1.8,0,1.9,99.2
medhmm,4,500,19.5,gamma_prob_bar_S4toS1,0.3,0.3,0.3,0,0,1.7,0,1.7,95.3
medhmm,4,500,19.5,gamma_prob_bar_S4toS2,0.3,0.3,0.3,0,0,1.1,0,1.2,98.4
medhmm,4,500,19.5,gamma_prob_bar_S4toS3,0.3,0.3,0.3,0,0,0.6,0,0.7,97.7
medhmm,4,500,19.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,gamma_V_int_S1toS3_with_int_S1toS3,0.2,0.6,0.5,0.2,0.4,234.7,0.4,216.4,0
medhmm,4,500,19.5,gamma_V_int_S1toS4_with_int_S1toS4,0.2,0.6,0.6,0.2,0.4,250.7,0.4,230.4,0
medhmm,4,500,19.5,gamma_V_int_S2toS3_with_int_S2toS3,0.2,0.6,0.5,0.2,0.4,235.2,0.4,215.9,0
medhmm,4,500,19.5,gamma_V_int_S2toS4_with_int_S2toS4,0.2,0.6,0.6,0.2,0.4,240.4,0.4,220.8,0
medhmm,4,500,19.5,gamma_V_int_S3toS2_with_int_S3toS2,0.2,0.6,0.5,0.2,0.4,228.2,0.4,208.9,0
medhmm,4,500,19.5,gamma_V_int_S3toS4_with_int_S3toS4,0.2,0.6,0.5,0.2,0.4,235.2,0.4,215.8,0
medhmm,4,500,19.5,gamma_V_int_S4toS2_with_int_S4toS2,0.2,0.6,0.5,0.2,0.4,238.8,0.4,219.9,0
medhmm,4,500,19.5,gamma_V_int_S4toS3_with_int_S4toS3,0.2,0.6,0.5,0.2,0.4,230.3,0.4,211.4,0
